"Date","PM25"
"2008-04-09",69.7
"2008-04-09",56.7
"2008-04-09",52.7
"2008-04-09",54.7
"2008-04-09",50.7
"2008-04-09",57.7
"2008-04-09",71.7
"2008-04-10",59.7
"2008-04-10",49.7
"2008-04-10",47.7
"2008-04-10",45.7
"2008-04-10",53.7
"2008-04-10",54.7
"2008-04-10",57.7
"2008-04-11",68.7
"2008-04-11",72.7
"2008-04-11",79.7
"2008-04-11",100.7
"2008-04-11",107.7
"2008-04-11",115.7
"2008-04-11",109.7
"2008-04-12",39.7
"2008-04-12",47.7
"2008-04-12",51.7
"2008-04-12",62.7
"2008-04-13",62.7
"2008-04-13",63.7
"2008-04-13",67.7
"2008-04-13",89.7
"2008-04-14",98.7
"2008-04-14",98.7
"2008-04-14",106.7
"2008-04-14",106.7
"2008-04-14",112.7
"2008-04-14",114.7
"2008-04-15",171.7
"2008-04-15",154.7
"2008-04-15",151.7
"2008-04-15",146.7
"2008-04-15",143.7
"2008-04-15",152.7
"2008-04-15",176.7
"2008-04-16",212.7
"2008-04-16",218.7
"2008-04-16",234.7
"2008-04-16",256.7
"2008-04-16",257.7
"2008-04-16",273.7
"2008-04-16",245.7
"2008-04-17",230.7
"2008-04-17",231.7
"2008-04-17",237.7
"2008-04-17",247.7
"2008-04-17",202.7
"2008-04-17",154.7
"2008-04-17",142.7
"2008-04-18",153.7
"2008-04-18",148.7
"2008-04-18",132.7
"2008-04-18",123.7
"2008-04-18",133.7
"2008-04-18",116.7
"2008-04-18",164.7
"2008-04-19",165.7
"2008-04-19",155.7
"2008-04-19",169.7
"2008-04-19",160.7
"2008-04-19",116.7
"2008-04-19",77.7
"2008-04-19",73.7
"2008-04-20",37.7
"2008-04-20",49.7
"2008-04-20",54.7
"2008-04-20",51.7
"2008-04-20",49.7
"2008-04-20",44.7
"2008-04-20",33.7
"2008-04-21",33.7
"2008-04-21",36.7
"2008-04-21",47.7
"2008-04-21",64.7
"2008-04-22",60.7
"2008-04-22",55.7
"2008-04-22",54.7
"2008-04-22",25.7
"2008-04-23",26.7
"2008-04-23",27.7
"2008-04-23",27.7
"2008-04-23",20.7
"2008-04-23",23.7
"2008-04-23",25.7
"2008-04-24",80.7
"2008-04-24",63.7
"2008-04-24",43.7
"2008-04-24",51.7
"2008-04-24",72.7
"2008-04-24",73.7
"2008-04-24",67.7
"2008-04-25",50.7
"2008-04-25",38.7
"2008-04-25",28.7
"2008-04-25",27.7
"2008-04-25",34.7
"2008-04-25",35.7
"2008-04-25",125.7
"2008-04-26",53.7
"2008-04-26",79.7
"2008-04-26",53.7
"2008-04-26",65.7
"2008-04-26",75.7
"2008-04-26",58.7
"2008-04-26",174.7
"2008-04-27",44.7
"2008-04-27",44.7
"2008-04-27",51.7
"2008-04-27",177.7
"2008-04-27",66.7
"2008-04-27",56.7
"2008-04-27",200.7
"2008-04-28",163.7
"2008-04-28",150.7
"2008-04-28",156.7
"2008-04-28",167.7
"2008-04-28",185.7
"2008-04-28",190.7
"2008-04-28",216.7
"2008-04-29",195.7
"2008-04-29",181.7
"2008-04-29",218.7
"2008-04-29",247.7
"2008-04-29",247.7
"2008-04-29",135.7
"2008-04-29",88.7
"2008-04-30",103.7
"2008-04-30",123.7
"2008-04-30",137.7
"2008-04-30",140.7
"2008-05-01",148.7
"2008-05-01",160.7
"2008-05-01",168.7
"2008-05-01",145.7
"2008-05-02",152.7
"2008-05-02",149.7
"2008-05-02",158.7
"2008-05-02",168.7
"2008-05-02",173.7
"2008-05-02",166.7
"2008-05-03",249.7
"2008-05-03",243.7
"2008-05-03",246.7
"2008-05-03",247.7
"2008-05-03",247.7
"2008-05-03",249.7
"2008-05-03",240.7
"2008-05-04",25.7
"2008-05-04",28.7
"2008-05-04",47.7
"2008-05-04",41.7
"2008-05-04",37.7
"2008-05-04",30.7
"2008-05-04",20.7
"2008-05-05",37.7
"2008-05-05",53.7
"2008-05-05",94.7
"2008-05-05",81.7
"2008-05-05",79.7
"2008-05-05",95.7
"2008-05-05",88.7
"2008-05-06",106.7
"2008-05-06",108.7
"2008-05-06",94.7
"2008-05-06",149.7
"2008-05-06",181.7
"2008-05-06",149.7
"2008-05-06",307.7
"2008-05-07",111.7
"2008-05-07",80.7
"2008-05-07",69.7
"2008-05-07",66.7
"2008-05-07",65.7
"2008-05-07",70.7
"2008-05-07",103.7
"2008-05-08",19.7
"2008-05-08",40.7
"2008-05-08",60.7
"2008-05-08",51.7
"2008-05-08",42.7
"2008-05-08",35.7
"2008-05-08",30.7
"2008-05-09",52.7
"2008-05-09",49.7
"2008-05-09",42.7
"2008-05-09",44.7
"2008-05-10",42.7
"2008-05-10",36.7
"2008-05-10",31.7
"2008-05-10",39.7
"2008-05-11",40.7
"2008-05-11",34.7
"2008-05-11",27.7
"2008-05-11",22.7
"2008-05-11",16.7
"2008-05-11",17.7
"2008-05-12",19.7
"2008-05-12",21.7
"2008-05-12",18.7
"2008-05-12",13.7
"2008-05-12",19.7
"2008-05-12",26.7
"2008-05-12",25.7
"2008-05-13",49.7
"2008-05-13",45.7
"2008-05-13",33.7
"2008-05-13",42.7
"2008-05-13",44.7
"2008-05-13",36.7
"2008-05-13",29.7
"2008-05-14",150.7
"2008-05-14",143.7
"2008-05-14",131.7
"2008-05-14",132.7
"2008-05-14",123.7
"2008-05-14",110.7
"2008-05-14",99.7
"2008-05-15",79.7
"2008-05-15",102.7
"2008-05-15",86.7
"2008-05-15",65.7
"2008-05-15",66.7
"2008-05-15",88.7
"2008-05-15",91.7
"2008-05-16",126.7
"2008-05-16",108.7
"2008-05-16",113.7
"2008-05-16",105.7
"2008-05-16",114.7
"2008-05-16",124.7
"2008-05-16",132.7
"2008-05-17",114.7
"2008-05-17",94.7
"2008-05-17",89.7
"2008-05-17",90.7
"2008-05-17",98.7
"2008-05-17",100.7
"2008-05-17",101.7
"2008-05-18",31.7
"2008-05-18",36.7
"2008-05-18",49.7
"2008-05-18",58.7
"2008-05-19",49.7
"2008-05-19",43.7
"2008-05-19",40.7
"2008-05-19",117.7
"2008-05-20",117.7
"2008-05-20",110.7
"2008-05-20",95.7
"2008-05-20",101.7
"2008-05-20",124.7
"2008-05-20",123.7
"2008-05-21",159.7
"2008-05-21",77.7
"2008-05-21",66.7
"2008-05-21",69.7
"2008-05-21",73.7
"2008-05-21",77.7
"2008-05-21",86.7
"2008-05-22",94.7
"2008-05-22",145.7
"2008-05-22",89.7
"2008-05-22",79.7
"2008-05-22",86.7
"2008-05-22",96.7
"2008-05-22",107.7
"2008-05-23",243.7
"2008-05-23",241.7
"2008-05-23",251.7
"2008-05-23",258.7
"2008-05-23",260.7
"2008-05-23",255.7
"2008-05-23",214.7
"2008-05-24",33.7
"2008-05-24",33.7
"2008-05-24",33.7
"2008-05-24",35.7
"2008-05-24",83.7
"2008-05-24",78.7
"2008-05-24",98.7
"2008-05-25",54.7
"2008-05-25",70.7
"2008-05-25",110.7
"2008-05-25",127.7
"2008-05-25",118.7
"2008-05-25",139.7
"2008-05-25",174.7
"2008-05-26",204.7
"2008-05-26",189.7
"2008-05-26",122.7
"2008-05-26",99.7
"2008-05-26",100.7
"2008-05-26",184.7
"2008-05-26",130.7
"2008-05-27",38.7
"2008-05-27",36.7
"2008-05-27",39.7
"2008-05-27",32.7
"2008-05-28",27.7
"2008-05-28",30.7
"2008-05-28",37.7
"2008-05-28",154.7
"2008-05-29",147.7
"2008-05-29",127.7
"2008-05-29",178.7
"2008-05-29",186.7
"2008-05-29",124.7
"2008-05-29",88.7
"2008-05-30",16.7
"2008-05-30",16.7
"2008-05-30",9.7
"2008-05-30",17.7
"2008-05-30",18.7
"2008-05-30",12.7
"2008-05-30",13.7
"2008-05-31",83.7
"2008-05-31",87.7
"2008-05-31",87.7
"2008-05-31",95.7
"2008-05-31",103.7
"2008-05-31",110.7
"2008-05-31",364.7
"2008-06-01",20.7
"2008-06-01",23.7
"2008-06-01",22.7
"2008-06-01",17.7
"2008-06-01",15.7
"2008-06-01",14.7
"2008-06-01",13.7
"2008-06-02",30.7
"2008-06-02",34.7
"2008-06-02",31.7
"2008-06-02",40.7
"2008-06-02",28.7
"2008-06-02",29.7
"2008-06-02",35.7
"2008-06-03",61.7
"2008-06-03",51.7
"2008-06-03",63.7
"2008-06-03",56.7
"2008-06-03",59.7
"2008-06-03",60.7
"2008-06-03",53.7
"2008-06-04",23.7
"2008-06-04",32.7
"2008-06-04",55.7
"2008-06-04",55.7
"2008-06-04",73.7
"2008-06-04",60.7
"2008-06-04",55.7
"2008-06-05",124.7
"2008-06-05",173.7
"2008-06-05",191.7
"2008-06-05",200.7
"2008-06-06",195.7
"2008-06-06",199.7
"2008-06-06",194.7
"2008-06-06",79.7
"2008-06-07",82.7
"2008-06-07",80.7
"2008-06-07",94.7
"2008-06-07",108.7
"2008-06-07",108.7
"2008-06-07",112.7
"2008-06-08",202.7
"2008-06-08",189.7
"2008-06-08",176.7
"2008-06-08",167.7
"2008-06-08",147.7
"2008-06-08",155.7
"2008-06-08",172.7
"2008-06-09",79.7
"2008-06-09",66.7
"2008-06-09",75.7
"2008-06-09",104.7
"2008-06-09",117.7
"2008-06-09",117.7
"2008-06-09",111.7
"2008-06-10",155.7
"2008-06-10",132.7
"2008-06-10",136.7
"2008-06-10",135.7
"2008-06-10",117.7
"2008-06-10",142.7
"2008-06-10",154.7
"2008-06-11",37.7
"2008-06-11",32.7
"2008-06-11",34.7
"2008-06-11",36.7
"2008-06-11",38.7
"2008-06-11",45.7
"2008-06-11",65.7
"2008-06-12",73.7
"2008-06-12",65.7
"2008-06-12",73.7
"2008-06-12",70.7
"2008-06-12",77.7
"2008-06-12",64.7
"2008-06-12",64.7
"2008-06-13",172.7
"2008-06-13",110.7
"2008-06-13",94.7
"2008-06-13",140.7
"2008-06-13",170.7
"2008-06-13",146.7
"2008-06-13",157.7
"2008-06-14",111.7
"2008-06-14",117.7
"2008-06-14",123.7
"2008-06-14",123.7
"2008-06-15",123.7
"2008-06-15",119.7
"2008-06-15",96.7
"2008-06-15",69.7
"2008-06-16",61.7
"2008-06-16",58.7
"2008-06-16",60.7
"2008-06-16",62.7
"2008-06-16",67.7
"2008-06-16",69.7
"2008-06-17",47.7
"2008-06-17",31.7
"2008-06-17",29.7
"2008-06-17",26.7
"2008-06-17",20.7
"2008-06-17",18.7
"2008-06-17",26.7
"2008-06-18",49.7
"2008-06-18",54.7
"2008-06-18",49.7
"2008-06-18",51.7
"2008-06-18",60.7
"2008-06-18",77.7
"2008-06-18",86.7
"2008-06-19",191.7
"2008-06-19",194.7
"2008-06-19",213.7
"2008-06-19",208.7
"2008-06-19",190.7
"2008-06-19",178.7
"2008-06-19",167.7
"2008-06-20",223.7
"2008-06-20",207.7
"2008-06-20",195.7
"2008-06-20",166.7
"2008-06-20",144.7
"2008-06-20",142.7
"2008-06-20",138.7
"2008-06-21",66.7
"2008-06-21",60.7
"2008-06-21",89.7
"2008-06-21",104.7
"2008-06-21",97.7
"2008-06-21",100.7
"2008-06-21",131.7
"2008-06-22",152.7
"2008-06-22",160.7
"2008-06-22",173.7
"2008-06-22",58.7
"2008-06-22",47.7
"2008-06-22",42.7
"2008-06-22",34.7
"2008-06-23",105.7
"2008-06-23",84.7
"2008-06-23",80.7
"2008-06-23",77.7
"2008-06-24",68.7
"2008-06-24",69.7
"2008-06-24",63.7
"2008-06-24",118.7
"2008-06-25",114.7
"2008-06-25",113.7
"2008-06-25",116.7
"2008-06-25",130.7
"2008-06-25",136.7
"2008-06-25",145.7
"2008-06-26",42.7
"2008-06-26",44.7
"2008-06-26",46.7
"2008-06-26",47.7
"2008-06-26",53.7
"2008-06-26",52.7
"2008-06-26",57.7
"2008-06-27",95.7
"2008-06-27",125.7
"2008-06-27",134.7
"2008-06-27",140.7
"2008-06-27",144.7
"2008-06-27",142.7
"2008-06-27",144.7
"2008-06-28",40.7
"2008-06-28",42.7
"2008-06-28",39.7
"2008-06-28",41.7
"2008-06-28",50.7
"2008-06-28",47.7
"2008-06-28",66.7
"2008-06-29",161.7
"2008-06-29",180.7
"2008-06-29",151.7
"2008-06-29",132.7
"2008-06-29",135.7
"2008-06-29",146.7
"2008-06-29",146.7
"2008-06-30",144.7
"2008-06-30",118.7
"2008-06-30",129.7
"2008-06-30",140.7
"2008-06-30",138.7
"2008-06-30",92.7
"2008-06-30",80.7
"2008-07-01",57.7
"2008-07-01",57.7
"2008-07-01",62.7
"2008-07-01",69.7
"2008-07-01",74.7
"2008-07-01",69.7
"2008-07-01",75.7
"2008-07-02",110.7
"2008-07-02",108.7
"2008-07-02",111.7
"2008-07-02",113.7
"2008-07-03",125.7
"2008-07-03",126.7
"2008-07-03",124.7
"2008-07-03",126.7
"2008-07-04",135.7
"2008-07-04",126.7
"2008-07-04",123.7
"2008-07-04",123.7
"2008-07-04",139.7
"2008-07-04",145.7
"2008-07-05",30.7
"2008-07-05",35.7
"2008-07-05",42.7
"2008-07-05",40.7
"2008-07-05",48.7
"2008-07-05",41.7
"2008-07-05",42.7
"2008-07-06",17.7
"2008-07-06",18.7
"2008-07-06",22.7
"2008-07-06",21.7
"2008-07-06",20.7
"2008-07-06",28.7
"2008-07-06",19.7
"2008-07-07",96.7
"2008-07-07",108.7
"2008-07-07",119.7
"2008-07-07",107.7
"2008-07-07",90.7
"2008-07-07",102.7
"2008-07-07",69.7
"2008-07-08",97.7
"2008-07-08",188.7
"2008-07-08",144.7
"2008-07-08",111.7
"2008-07-08",98.7
"2008-07-08",75.7
"2008-07-08",70.7
"2008-07-09",97.7
"2008-07-09",97.7
"2008-07-09",97.7
"2008-07-09",97.7
"2008-07-09",97.7
"2008-07-09",97.7
"2008-07-09",97.7
"2008-07-10",97.7
"2008-07-10",97.7
"2008-07-10",97.7
"2008-07-10",97.7
"2008-07-10",97.7
"2008-07-10",97.7
"2008-07-10",97.7
"2008-07-11",170.7
"2008-07-11",170.7
"2008-07-11",134.7
"2008-07-11",59.7
"2008-07-12",41.7
"2008-07-12",39.7
"2008-07-12",41.7
"2008-07-12",33.7
"2008-07-13",38.7
"2008-07-13",39.7
"2008-07-13",41.7
"2008-07-13",48.7
"2008-07-13",57.7
"2008-07-13",59.7
"2008-07-14",47.7
"2008-07-14",63.7
"2008-07-14",64.7
"2008-07-14",61.7
"2008-07-14",55.7
"2008-07-14",74.7
"2008-07-14",95.7
"2008-07-15",12.7
"2008-07-15",12.7
"2008-07-15",14.7
"2008-07-15",16.7
"2008-07-15",14.7
"2008-07-15",18.7
"2008-07-15",19.7
"2008-07-16",93.7
"2008-07-16",91.7
"2008-07-16",71.7
"2008-07-16",58.7
"2008-07-16",45.7
"2008-07-16",43.7
"2008-07-16",95.7
"2008-07-17",11.7
"2008-07-17",95.7
"2008-07-17",95.7
"2008-07-17",95.7
"2008-07-17",95.7
"2008-07-17",95.7
"2008-07-17",95.7
"2008-07-18",92.7
"2008-07-18",94.7
"2008-07-18",76.7
"2008-07-18",60.7
"2008-07-18",61.7
"2008-07-18",64.7
"2008-07-18",52.7
"2008-07-19",94.7
"2008-07-19",94.7
"2008-07-19",94.7
"2008-07-19",94.7
"2008-07-19",94.7
"2008-07-19",40.7
"2008-07-19",49.7
"2008-07-20",94.7
"2008-07-20",94.7
"2008-07-20",69.7
"2008-07-20",67.7
"2008-07-21",70.7
"2008-07-21",58.7
"2008-07-21",65.7
"2008-07-21",55.7
"2008-07-22",62.7
"2008-07-22",103.7
"2008-07-22",105.7
"2008-07-22",104.7
"2008-07-22",90.7
"2008-07-22",67.7
"2008-07-23",142.7
"2008-07-23",146.7
"2008-07-23",198.7
"2008-07-23",141.7
"2008-07-23",114.7
"2008-07-23",119.7
"2008-07-23",130.7
"2008-07-24",195.7
"2008-07-24",195.7
"2008-07-24",181.7
"2008-07-24",183.7
"2008-07-24",187.7
"2008-07-24",199.7
"2008-07-24",190.7
"2008-07-25",135.7
"2008-07-25",140.7
"2008-07-25",169.7
"2008-07-25",182.7
"2008-07-25",195.7
"2008-07-25",237.7
"2008-07-25",208.7
"2008-07-26",133.7
"2008-07-26",132.7
"2008-07-26",119.7
"2008-07-26",96.7
"2008-07-26",96.7
"2008-07-26",96.7
"2008-07-26",96.7
"2008-07-27",207.7
"2008-07-27",219.7
"2008-07-27",225.7
"2008-07-27",225.7
"2008-07-27",244.7
"2008-07-27",258.7
"2008-07-27",239.7
"2008-07-28",98.7
"2008-07-28",98.7
"2008-07-28",98.7
"2008-07-28",98.7
"2008-07-28",120.7
"2008-07-28",123.7
"2008-07-28",128.7
"2008-07-29",44.7
"2008-07-29",47.7
"2008-07-29",39.7
"2008-07-29",52.7
"2008-07-30",51.7
"2008-07-30",56.7
"2008-07-30",54.7
"2008-07-30",93.7
"2008-07-31",77.7
"2008-07-31",79.7
"2008-07-31",104.7
"2008-07-31",112.7
"2008-07-31",101.7
"2008-07-31",102.7
"2008-08-01",43.7
"2008-08-01",32.7
"2008-08-01",22.7
"2008-08-01",12.7
"2008-08-01",16.7
"2008-08-01",16.7
"2008-08-01",18.7
"2008-08-02",32.7
"2008-08-02",31.7
"2008-08-02",37.7
"2008-08-02",37.7
"2008-08-02",35.7
"2008-08-02",23.7
"2008-08-02",26.7
"2008-08-03",16.7
"2008-08-03",27.7
"2008-08-03",37.7
"2008-08-03",51.7
"2008-08-03",96.7
"2008-08-03",96.7
"2008-08-03",96.7
"2008-08-04",162.7
"2008-08-04",181.7
"2008-08-04",190.7
"2008-08-04",182.7
"2008-08-04",176.7
"2008-08-04",173.7
"2008-08-04",160.7
"2008-08-05",63.7
"2008-08-05",96.7
"2008-08-05",96.7
"2008-08-05",96.7
"2008-08-05",96.7
"2008-08-05",96.7
"2008-08-05",96.7
"2008-08-06",95.7
"2008-08-06",83.7
"2008-08-06",87.7
"2008-08-06",81.7
"2008-08-06",97.7
"2008-08-06",107.7
"2008-08-06",103.7
"2008-08-07",142.7
"2008-08-07",154.7
"2008-08-07",170.7
"2008-08-07",172.7
"2008-08-08",179.7
"2008-08-08",176.7
"2008-08-08",174.7
"2008-08-08",109.7
"2008-08-09",87.7
"2008-08-09",89.7
"2008-08-09",85.7
"2008-08-09",87.7
"2008-08-09",92.7
"2008-08-09",93.7
"2008-08-10",156.7
"2008-08-10",122.7
"2008-08-10",90.7
"2008-08-10",90.7
"2008-08-10",110.7
"2008-08-10",126.7
"2008-08-10",130.7
"2008-08-11",15.7
"2008-08-11",16.7
"2008-08-11",17.7
"2008-08-11",22.7
"2008-08-11",24.7
"2008-08-11",30.7
"2008-08-11",34.7
"2008-08-12",18.7
"2008-08-12",26.7
"2008-08-12",16.7
"2008-08-12",24.7
"2008-08-12",25.7
"2008-08-12",28.7
"2008-08-12",31.7
"2008-08-13",68.7
"2008-08-13",72.7
"2008-08-13",78.7
"2008-08-13",65.7
"2008-08-13",61.7
"2008-08-13",46.7
"2008-08-13",51.7
"2008-08-14",14.7
"2008-08-14",12.7
"2008-08-14",11.7
"2008-08-14",11.7
"2008-08-14",19.7
"2008-08-14",24.7
"2008-08-14",23.7
"2008-08-15",95.7
"2008-08-15",95.7
"2008-08-15",95.7
"2008-08-15",95.7
"2008-08-15",95.7
"2008-08-15",25.7
"2008-08-15",25.7
"2008-08-16",94.7
"2008-08-16",94.7
"2008-08-16",94.7
"2008-08-16",27.7
"2008-08-17",38.7
"2008-08-17",42.7
"2008-08-17",42.7
"2008-08-17",13.7
"2008-08-18",11.7
"2008-08-18",12.7
"2008-08-18",11.7
"2008-08-18",8.7
"2008-08-18",7.7
"2008-08-18",16.7
"2008-08-19",39.7
"2008-08-19",37.7
"2008-08-19",32.7
"2008-08-19",30.7
"2008-08-19",26.7
"2008-08-19",23.7
"2008-08-19",23.7
"2008-08-20",42.7
"2008-08-20",42.7
"2008-08-20",48.7
"2008-08-20",45.7
"2008-08-20",42.7
"2008-08-20",52.7
"2008-08-20",63.7
"2008-08-21",46.7
"2008-08-21",56.7
"2008-08-21",51.7
"2008-08-21",51.7
"2008-08-21",42.7
"2008-08-21",43.7
"2008-08-21",42.7
"2008-08-22",29.7
"2008-08-22",28.7
"2008-08-22",24.7
"2008-08-22",39.7
"2008-08-22",37.7
"2008-08-22",29.7
"2008-08-22",31.7
"2008-08-23",18.7
"2008-08-23",91.7
"2008-08-23",91.7
"2008-08-23",91.7
"2008-08-23",91.7
"2008-08-23",91.7
"2008-08-23",91.7
"2008-08-24",91.7
"2008-08-24",85.7
"2008-08-24",89.7
"2008-08-24",88.7
"2008-08-24",91.7
"2008-08-24",94.7
"2008-08-24",107.7
"2008-08-25",53.7
"2008-08-25",62.7
"2008-08-25",61.7
"2008-08-25",88.7
"2008-08-26",87.7
"2008-08-26",92.7
"2008-08-26",107.7
"2008-08-26",64.7
"2008-08-27",57.7
"2008-08-27",54.7
"2008-08-27",55.7
"2008-08-27",43.7
"2008-08-27",55.7
"2008-08-27",40.7
"2008-08-28",142.7
"2008-08-28",115.7
"2008-08-28",83.7
"2008-08-28",83.7
"2008-08-28",84.7
"2008-08-28",79.7
"2008-08-28",86.7
"2008-08-29",136.7
"2008-08-29",144.7
"2008-08-29",157.7
"2008-08-29",173.7
"2008-08-29",186.7
"2008-08-29",165.7
"2008-08-29",158.7
"2008-08-30",28.7
"2008-08-30",49.7
"2008-08-30",59.7
"2008-08-30",59.7
"2008-08-30",61.7
"2008-08-30",71.7
"2008-08-30",76.7
"2008-08-31",12.7
"2008-08-31",9.7
"2008-08-31",10.7
"2008-08-31",13.7
"2008-08-31",10.7
"2008-08-31",91.7
"2008-08-31",91.7
"2008-09-01",91.7
"2008-09-01",91.7
"2008-09-01",91.7
"2008-09-01",91.7
"2008-09-01",91.7
"2008-09-01",91.7
"2008-09-01",91.7
"2008-09-02",91.7
"2008-09-02",91.7
"2008-09-02",91.7
"2008-09-02",53.7
"2008-09-02",60.7
"2008-09-02",64.7
"2008-09-02",65.7
"2008-09-03",39.7
"2008-09-03",39.7
"2008-09-03",42.7
"2008-09-03",48.7
"2008-09-04",51.7
"2008-09-04",50.7
"2008-09-04",54.7
"2008-09-04",31.7
"2008-09-05",25.7
"2008-09-05",19.7
"2008-09-05",19.7
"2008-09-05",24.7
"2008-09-05",23.7
"2008-09-05",28.7
"2008-09-06",102.7
"2008-09-06",70.7
"2008-09-06",77.7
"2008-09-06",101.7
"2008-09-06",67.7
"2008-09-06",45.7
"2008-09-06",52.7
"2008-09-07",43.7
"2008-09-07",26.7
"2008-09-07",32.7
"2008-09-07",34.7
"2008-09-07",41.7
"2008-09-07",48.7
"2008-09-07",40.7
"2008-09-08",58.7
"2008-09-08",60.7
"2008-09-08",67.7
"2008-09-08",69.7
"2008-09-08",79.7
"2008-09-08",80.7
"2008-09-08",89.7
"2008-09-09",76.7
"2008-09-09",68.7
"2008-09-09",67.7
"2008-09-09",68.7
"2008-09-09",73.7
"2008-09-09",80.7
"2008-09-09",82.7
"2008-09-10",22.7
"2008-09-10",89.7
"2008-09-10",25.7
"2008-09-10",24.7
"2008-09-10",29.7
"2008-09-10",45.7
"2008-09-10",49.7
"2008-09-11",31.7
"2008-09-11",37.7
"2008-09-11",45.7
"2008-09-11",48.7
"2008-09-11",49.7
"2008-09-11",50.7
"2008-09-11",61.7
"2008-09-12",43.7
"2008-09-12",92.7
"2008-09-12",61.7
"2008-09-12",36.7
"2008-09-13",37.7
"2008-09-13",39.7
"2008-09-13",37.7
"2008-09-13",25.7
"2008-09-14",25.7
"2008-09-14",29.7
"2008-09-14",24.7
"2008-09-14",25.7
"2008-09-14",31.7
"2008-09-14",36.7
"2008-09-15",38.7
"2008-09-15",39.7
"2008-09-15",28.7
"2008-09-15",46.7
"2008-09-15",34.7
"2008-09-15",38.7
"2008-09-15",33.7
"2008-09-16",48.7
"2008-09-16",45.7
"2008-09-16",63.7
"2008-09-16",78.7
"2008-09-16",68.7
"2008-09-16",84.7
"2008-09-16",105.7
"2008-09-17",39.7
"2008-09-17",51.7
"2008-09-17",63.7
"2008-09-17",82.7
"2008-09-17",88.7
"2008-09-17",94.7
"2008-09-17",85.7
"2008-09-18",27.7
"2008-09-18",33.7
"2008-09-18",25.7
"2008-09-18",26.7
"2008-09-18",29.7
"2008-09-18",37.7
"2008-09-18",59.7
"2008-09-19",47.7
"2008-09-19",42.7
"2008-09-19",48.7
"2008-09-19",57.7
"2008-09-19",58.7
"2008-09-19",69.7
"2008-09-19",70.7
"2008-09-20",66.7
"2008-09-20",68.7
"2008-09-20",72.7
"2008-09-20",70.7
"2008-09-20",88.7
"2008-09-20",111.7
"2008-09-20",134.7
"2008-09-21",74.7
"2008-09-21",80.7
"2008-09-21",75.7
"2008-09-21",74.7
"2008-09-22",65.7
"2008-09-22",59.7
"2008-09-22",35.7
"2008-09-22",4.7
"2008-09-23",8.7
"2008-09-23",8.7
"2008-09-23",8.7
"2008-09-23",7.7
"2008-09-23",6.7
"2008-09-23",6.7
"2008-09-24",17.7
"2008-09-24",17.7
"2008-09-24",15.7
"2008-09-24",15.7
"2008-09-24",16.7
"2008-09-24",16.7
"2008-09-24",7.7
"2008-09-25",38.7
"2008-09-25",43.7
"2008-09-25",41.7
"2008-09-25",39.7
"2008-09-25",28.7
"2008-09-25",13.7
"2008-09-25",13.7
"2008-09-26",2.7
"2008-09-26",4.7
"2008-09-26",4.7
"2008-09-26",4.7
"2008-09-26",7.7
"2008-09-26",11.7
"2008-09-26",11.7
"2008-09-27",29.7
"2008-09-27",35.7
"2008-09-27",42.7
"2008-09-27",48.7
"2008-09-27",57.7
"2008-09-27",45.7
"2008-09-27",39.7
"2008-09-28",87.7
"2008-09-28",74.7
"2008-09-28",83.7
"2008-09-28",82.7
"2008-09-28",90.7
"2008-09-28",84.7
"2008-09-28",84.7
"2008-09-29",148.7
"2008-09-29",154.7
"2008-09-29",150.7
"2008-09-29",153.7
"2008-09-29",153.7
"2008-09-29",142.7
"2008-09-29",140.7
"2008-09-30",226.7
"2008-09-30",207.7
"2008-09-30",156.7
"2008-09-30",134.7
"2008-10-01",127.7
"2008-10-01",119.7
"2008-10-01",116.7
"2008-10-01",240.7
"2008-10-02",241.7
"2008-10-02",225.7
"2008-10-02",206.7
"2008-10-02",203.7
"2008-10-02",191.7
"2008-10-02",181.7
"2008-10-03",264.7
"2008-10-03",251.7
"2008-10-03",216.7
"2008-10-03",126.7
"2008-10-03",76.7
"2008-10-03",38.7
"2008-10-03",25.7
"2008-10-04",56.7
"2008-10-04",53.7
"2008-10-04",49.7
"2008-10-04",48.7
"2008-10-04",62.7
"2008-10-04",58.7
"2008-10-04",61.7
"2008-10-05",16.7
"2008-10-05",18.7
"2008-10-05",20.7
"2008-10-05",14.7
"2008-10-05",21.7
"2008-10-05",16.7
"2008-10-05",13.7
"2008-10-06",13.7
"2008-10-06",13.7
"2008-10-06",13.7
"2008-10-06",17.7
"2008-10-06",16.7
"2008-10-06",20.7
"2008-10-06",17.7
"2008-10-07",90.7
"2008-10-07",87.7
"2008-10-07",80.7
"2008-10-07",78.7
"2008-10-07",84.7
"2008-10-07",84.7
"2008-10-07",90.7
"2008-10-08",9.7
"2008-10-08",11.7
"2008-10-08",15.7
"2008-10-08",30.7
"2008-10-08",42.7
"2008-10-08",52.7
"2008-10-08",50.7
"2008-10-09",111.7
"2008-10-09",97.7
"2008-10-09",88.7
"2008-10-09",66.7
"2008-10-10",63.7
"2008-10-10",56.7
"2008-10-10",51.7
"2008-10-10",24.7
"2008-10-11",19.7
"2008-10-11",15.7
"2008-10-11",17.7
"2008-10-11",17.7
"2008-10-11",20.7
"2008-10-11",26.7
"2008-10-12",50.7
"2008-10-12",38.7
"2008-10-12",34.7
"2008-10-12",36.7
"2008-10-12",41.7
"2008-10-12",44.7
"2008-10-12",33.7
"2008-10-13",143.7
"2008-10-13",138.7
"2008-10-13",146.7
